quote_date,currency,usd_per_unit
2022-03-18,SGD,0.72182429
2022-03-18,TVR,0.00043050
2022-03-18,USD,1.00000000
2022-03-18,ZAR,0.05203369
2022-03-21,AUD,0.67941160
2022-03-21,BRL,0.20230075
2022-03-21,CAD,0.76452419
2022-03-21,CHF,1.05683138
2022-03-21,EUR,1.11440134
2022-03-21,GBP,1.23799578
2022-03-21,INR,0.01219262
2022-03-21,JPY,0.00770002
2022-03-21,MXN,0.05547375
2022-03-21,NOK,0.09577152
2022-03-21,SEK,0.09545506
2022-03-21,SGD,0.72225738
2022-03-21,TVR,0.00042973
2022-03-21,USD,1.00000000
2022-03-21,ZAR,0.05191922
2022-03-22,AUD,0.67791689
2022-03-22,BRL,0.20266489
2022-03-22,CAD,0.76406548
2022-03-22,CHF,1.05915641
2022-03-22,EUR,1.11239542
2022-03-22,GBP,1.23613879
2022-03-22,INR,0.01221335
2022-03-22,JPY,0.00771388
2022-03-22,MXN,0.05539609
2022-03-22,NOK,0.09573321
2022-03-22,SEK,0.09522597
2022-03-22,SGD,0.72095732
2022-03-22,TVR,0.00042964
2022-03-22,USD,1.00000000
2022-03-22,ZAR,0.05185692
2022-03-23,AUD,0.67669664
2022-03-23,BRL,0.20292835
2022-03-23,CAD,0.76574642
2022-03-23,CHF,1.05883866
2022-03-23,EUR,1.11094931
2022-03-23,GBP,1.23626240
2022-03-23,INR,0.01224022
2022-03-23,JPY,0.00772468
2022-03-23,MXN,0.05527976
2022-03-23,NOK,0.09560876
2022-03-23,SEK,0.09536881
2022-03-23,SGD,0.72088522
2022-03-23,TVR,0.00043024
2022-03-23,USD,1.00000000
2022-03-23,ZAR,0.05187248
2022-03-24,AUD,0.67649363
2022-03-24,BRL,0.20317186
2022-03-24,CAD,0.76658874
2022-03-24,CHF,1.05852101
2022-03-24,EUR,1.11061603
2022-03-24,GBP,1.23799317
2022-03-24,INR,0.01223777
2022-03-24,JPY,0.00771541
2022-03-24,MXN,0.05516367
2022-03-24,NOK,0.09560876
2022-03-24,SEK,0.09530205
2022-03-24,SGD,0.71973180
2022-03-24,TVR,0.00042972
2022-03-24,USD,1.00000000
2022-03-24,ZAR,0.05193991
2022-03-25,AUD,0.67500534
2022-03-25,BRL,0.20274520
2022-03-25,CAD,0.76735533
2022-03-25,CHF,1.05905027
2022-03-25,EUR,1.10806161
2022-03-25,GBP,1.23799317
2022-03-25,INR,0.01221329
2022-03-25,JPY,0.00772235
2022-03-25,MXN,0.05506989
2022-03-25,NOK,0.09549403
2022-03-25,SEK,0.09519722
2022-03-25,SGD,0.71836431
2022-03-25,TVR,0.00042963
2022-03-25,USD,1.00000000
2022-03-25,ZAR,0.05199704
2022-03-28,AUD,0.67547784
2022-03-28,BRL,0.20282630
2022-03-28,CAD,0.76889004
2022-03-28,CHF,1.05703807
2022-03-28,EUR,1.10883725
2022-03-28,GBP,1.23836457
2022-03-28,INR,0.01224382
2022-03-28,JPY,0.00771077
2022-03-28,MXN,0.05500381
2022-03-28,NOK,0.09563727
2022-03-28,SEK,0.09521626
2022-03-28,SGD,0.71771778
2022-03-28,TVR,0.00043027
2022-03-28,USD,1.00000000
2022-03-28,ZAR,0.05202304
2022-03-29,AUD,0.67588313
2022-03-29,BRL,0.20276545
2022-03-29,CAD,0.76773670
2022-03-29,CHF,1.05502970
2022-03-29,EUR,1.10650869
2022-03-29,GBP,1.23836457
2022-03-29,INR,0.01223525
2022-03-29,JPY,0.00772234
2022-03-29,MXN,0.05491030
2022-03-29,NOK,0.09542687
2022-03-29,SEK,0.09537813
2022-03-29,SGD,0.71671298
2022-03-29,TVR,0.00043049
2022-03-29,USD,1.00000000
2022-03-29,ZAR,0.05210107
2022-03-30,AUD,0.67426101
2022-03-30,BRL,0.20238020
2022-03-30,CAD,0.76781347
2022-03-30,CHF,1.05481869
2022-03-30,EUR,1.10739390
2022-03-30,GBP,1.23873608
2022-03-30,INR,0.01224626
2022-03-30,JPY,0.00773161
2022-03-30,MXN,0.05478401
2022-03-30,NOK,0.09538870
2022-03-30,SEK,0.09552120
2022-03-30,SGD,0.71800306
2022-03-30,TVR,0.00043010
2022-03-30,USD,1.00000000
2022-03-30,ZAR,0.05200729
2022-03-31,AUD,0.67507012
2022-03-31,BRL,0.20219806
2022-03-31,CAD,0.76850450
2022-03-31,CHF,1.05724477
2022-03-31,EUR,1.10960869
2022-03-31,GBP,1.23799284
2022-03-31,INR,0.01223401
2022-03-31,JPY,0.00772001
2022-03-31,MXN,0.05467992
2022-03-31,NOK,0.09525516
2022-03-31,SEK,0.09547344
2022-03-31,SGD,0.71908006
2022-03-31,TVR,0.00042937
2022-03-31,USD,1.00000000
2022-03-31,ZAR,0.05197609
2022-04-01,AUD,0.67459757
2022-04-01,BRL,0.20175322
2022-04-01,CAD,0.76950356
2022-04-01,CHF,1.05809057
2022-04-01,EUR,1.11149502
2022-04-01,GBP,1.23824044
2022-04-01,INR,0.01224013
2022-04-01,JPY,0.00771847
2022-04-01,MXN,0.05468539
2022-04-01,NOK,0.09531231
2022-04-01,SEK,0.09530159
2022-04-01,SGD,0.71908006
2022-04-01,TVR,0.00043014
2022-04-01,USD,1.00000000
2022-04-01,ZAR,0.05189293
2022-04-04,AUD,0.67473249
2022-04-04,BRL,0.20205585
2022-04-04,CAD,0.76896491
2022-04-04,CHF,1.06031256
2022-04-04,EUR,1.11171732
2022-04-04,GBP,1.23588778
2022-04-04,INR,0.01223768
2022-04-04,JPY,0.00771230
2022-04-04,MXN,0.05482210
2022-04-04,NOK,0.09545528
2022-04-04,SEK,0.09515864
2022-04-04,SGD,0.72008677
2022-04-04,TVR,0.00042992
2022-04-04,USD,1.00000000
2022-04-04,ZAR,0.05182028
2022-04-05,AUD,0.67479996
2022-04-05,BRL,0.20237914
2022-04-05,CAD,0.76850353
2022-04-05,CHF,1.06147890
2022-04-05,EUR,1.11294021
2022-04-05,GBP,1.23341600
2022-04-05,INR,0.01226583
2022-04-05,JPY,0.00771924
2022-04-05,MXN,0.05473438
2022-04-05,NOK,0.09535028
2022-04-05,SEK,0.09523477
2022-04-05,SGD,0.71951070
2022-04-05,TVR,0.00043009
2022-04-05,USD,1.00000000
2022-04-05,ZAR,0.05189801
2022-04-06,AUD,0.67466500
2022-04-06,BRL,0.20268271
2022-04-06,CAD,0.76735077
2022-04-06,CHF,1.06073586
2022-04-06,EUR,1.11038045
2022-04-06,GBP,1.23588283
2022-04-06,INR,0.01227074
2022-04-06,JPY,0.00771615
2022-04-06,MXN,0.05485480
2022-04-06,NOK,0.09512144
2022-04-06,SEK,0.09525382
2022-04-06,SGD,0.71778387
2022-04-06,TVR,0.00042975
2022-04-06,USD,1.00000000
2022-04-06,ZAR,0.05189282
2022-04-07,AUD,0.67567700
2022-04-07,BRL,0.20316915
2022-04-07,CAD,0.76681362
2022-04-07,CHF,1.06328163
2022-04-07,EUR,1.11226810
2022-04-07,GBP,1.23279312
2022-04-07,INR,0.01226338
2022-04-07,JPY,0.00772927
2022-04-07,MXN,0.05497000
2022-04-07,NOK,0.09506437
2022-04-07,SEK,0.09506331
2022-04-07,SGD,0.71871699
2022-04-07,TVR,0.00042979
2022-04-07,USD,1.00000000
2022-04-07,ZAR,0.05197066
2022-04-08,AUD,0.67601484
2022-04-08,BRL,0.20286440
2022-04-08,CAD,0.76543336
2022-04-08,CHF,1.06477022
2022-04-08,EUR,1.11126706
2022-04-08,GBP,1.23254656
2022-04-08,INR,0.01225357
2022-04-08,JPY,0.00773159
2022-04-08,MXN,0.05501947
2022-04-08,NOK,0.09486473
2022-04-08,SEK,0.09486368
2022-04-08,SGD,0.71727956
2022-04-08,TVR,0.00043000
2022-04-08,USD,1.00000000
2022-04-08,ZAR,0.05190830
2022-04-11,AUD,0.67479801
2022-04-11,BRL,0.20266154
2022-04-11,CAD,0.76382595
2022-04-11,CHF,1.06264068
2022-04-11,EUR,1.10915565
2022-04-11,GBP,1.23020472
2022-04-11,INR,0.01222294
2022-04-11,JPY,0.00774009
2022-04-11,MXN,0.05506349
2022-04-11,NOK,0.09495959
2022-04-11,SEK,0.09475933
2022-04-11,SGD,0.71692092
2022-04-11,TVR,0.00043082
2022-04-11,USD,1.00000000
2022-04-11,ZAR,0.05203807
2022-04-12,AUD,0.67587769
2022-04-12,BRL,0.20268181
2022-04-12,CAD,0.76367318
2022-04-12,CHF,1.06147178
2022-04-12,EUR,1.10860107
2022-04-12,GBP,1.22872847
2022-04-12,INR,0.01223150
2022-04-12,JPY,0.00775480
2022-04-12,MXN,0.05512957
2022-04-12,NOK,0.09495959
2022-04-12,SEK,0.09484461
2022-04-12,SGD,0.71785292
2022-04-12,TVR,0.00043009
2022-04-12,USD,1.00000000
2022-04-12,ZAR,0.05194440
2022-04-13,AUD,0.67472870
2022-04-13,BRL,0.20268181
2022-04-13,CAD,0.76428412
2022-04-13,CHF,1.06338243
2022-04-13,EUR,1.10871193
2022-04-13,GBP,1.22651676
2022-04-13,INR,0.01224985
2022-04-13,JPY,0.00774860
2022-04-13,MXN,0.05510752
2022-04-13,NOK,0.09512102
2022-04-13,SEK,0.09502481
2022-04-13,SGD,0.71763756
2022-04-13,TVR,0.00043022
2022-04-13,USD,1.00000000
2022-04-13,ZAR,0.05206907
2022-04-14,AUD,0.67513354
2022-04-14,BRL,0.20245886
2022-04-14,CAD,0.76535412
2022-04-14,CHF,1.06253172
2022-04-14,EUR,1.10771409
2022-04-14,GBP,1.22614880
2022-04-14,INR,0.01226332
2022-04-14,JPY,0.00774473
2022-04-14,MXN,0.05500282
2022-04-14,NOK,0.09495931
2022-04-14,SEK,0.09519585
2022-04-14,SGD,0.71842696
2022-04-14,TVR,0.00042966
2022-04-14,USD,1.00000000
2022-04-14,ZAR,0.05196493
2022-04-19,AUD,0.67439089
2022-04-19,BRL,0.20294476
2022-04-19,CAD,0.76389995
2022-04-19,CHF,1.06136294
2022-04-19,EUR,1.10572020
2022-04-19,GBP,1.22308343
2022-04-19,INR,0.01226700
2022-04-19,JPY,0.00774628
2022-04-19,MXN,0.05510183
2022-04-19,NOK,0.09487385
2022-04-19,SEK,0.09514825
2022-04-19,SGD,0.71957644
2022-04-19,TVR,0.00043035
2022-04-19,USD,1.00000000
2022-04-19,ZAR,0.05185061
2022-04-20,AUD,0.67479552
2022-04-20,BRL,0.20345212
2022-04-20,CAD,0.76367078
2022-04-20,CHF,1.06295498
2022-04-20,EUR,1.10328762
2022-04-20,GBP,1.22222727
2022-04-20,INR,0.01228785
2022-04-20,JPY,0.00774473
2022-04-20,MXN,0.05506877
2022-04-20,NOK,0.09489282
2022-04-20,SEK,0.09522437
2022-04-20,SGD,0.71892882
2022-04-20,TVR,0.00043112
2022-04-20,USD,1.00000000
2022-04-20,ZAR,0.05178839
2022-04-21,AUD,0.67479552
2022-04-21,BRL,0.20318763
2022-04-21,CAD,0.76473992
2022-04-21,CHF,1.06412423
2022-04-21,EUR,1.10571485
2022-04-21,GBP,1.22357172
2022-04-21,INR,0.01228171
2022-04-21,JPY,0.00774783
2022-04-21,MXN,0.05510732
2022-04-21,NOK,0.09486435
2022-04-21,SEK,0.09535768
2022-04-21,SGD,0.71943207
2022-04-21,TVR,0.00043190
2022-04-21,USD,1.00000000
2022-04-21,ZAR,0.05189715
2022-04-22,AUD,0.67553780
2022-04-22,BRL,0.20304540
2022-04-22,CAD,0.76665177
2022-04-22,CHF,1.06423064
2022-04-22,EUR,1.10803685
2022-04-22,GBP,1.22577415
2022-04-22,INR,0.01228785
2022-04-22,JPY,0.00774706
2022-04-22,MXN,0.05498057
2022-04-22,NOK,0.09495921
2022-04-22,SEK,0.09517650
2022-04-22,SGD,0.71957596
2022-04-22,TVR,0.00043147
2022-04-22,USD,1.00000000
2022-04-22,ZAR,0.05177779
2022-04-25,AUD,0.67405162
2022-04-25,BRL,0.20324845
2022-04-25,CAD,0.76726509
2022-04-25,CHF,1.06486918
2022-04-25,EUR,1.10648560
2022-04-25,GBP,1.22638704
2022-04-25,INR,0.01228908
2022-04-25,JPY,0.00773002
2022-04-25,MXN,0.05498607
2022-04-25,NOK,0.09502568
2022-04-25,SEK,0.09530023
2022-04-25,SGD,0.71777702
2022-04-25,TVR,0.00043242
2022-04-25,USD,1.00000000
2022-04-25,ZAR,0.05175708
2022-04-26,AUD,0.67317535
2022-04-26,BRL,0.20359397
2022-04-26,CAD,0.76626765
2022-04-26,CHF,1.06316539
2022-04-26,EUR,1.10626430
2022-04-26,GBP,1.22417954
2022-04-26,INR,0.01225959
2022-04-26,JPY,0.00773311
2022-04-26,MXN,0.05487060
2022-04-26,NOK,0.09504469
2022-04-26,SEK,0.09512869
2022-04-26,SGD,0.71641324
2022-04-26,TVR,0.00043203
2022-04-26,USD,1.00000000
2022-04-26,ZAR,0.05174673
2022-04-27,AUD,0.67304071
2022-04-27,BRL,0.20369577
2022-04-27,CAD,0.76810669
2022-04-27,CHF,1.06390961
2022-04-27,EUR,1.10537929
2022-04-27,GBP,1.22320020
2022-04-27,INR,0.01227185
2022-04-27,JPY,0.00775244
2022-04-27,MXN,0.05477732
2022-04-27,NOK,0.09501618
2022-04-27,SEK,0.09531895
2022-04-27,SGD,0.71770278
2022-04-27,TVR,0.00043104
2022-04-27,USD,1.00000000
2022-04-27,ZAR,0.05166911
2022-04-28,AUD,0.67472331
2022-04-28,BRL,0.20385873
2022-04-28,CAD,0.76657048
2022-04-28,CHF,1.06433517
2022-04-28,EUR,1.10781112
2022-04-28,GBP,1.22307788
2022-04-28,INR,0.01225344
2022-04-28,JPY,0.00776484
2022-04-28,MXN,0.05475541
2022-04-28,NOK,0.09518721
2022-04-28,SEK,0.09524269
2022-04-28,SGD,0.71791809
2022-04-28,TVR,0.00043005
2022-04-28,USD,1.00000000
2022-04-28,ZAR,0.05166911
2022-04-29,AUD,0.67614023
2022-04-29,BRL,0.20365487
2022-04-29,CAD,0.76687711
2022-04-29,CHF,1.06422874
2022-04-29,EUR,1.10736800
2022-04-29,GBP,1.22344480
2022-04-29,INR,0.01224609
2022-04-29,JPY,0.00775319
2022-04-29,MXN,0.05472803
2022-04-29,NOK,0.09535855
2022-04-29,SEK,0.09517602
2022-04-29,SGD,0.71727196
2022-04-29,TVR,0.00043087
2022-04-29,USD,1.00000000
2022-04-29,ZAR,0.05171045
2022-05-02,AUD,0.67465272
2022-05-02,BRL,0.20345122
2022-05-02,CAD,0.76864093
2022-05-02,CHF,1.06252597
2022-05-02,EUR,1.11002568
2022-05-02,GBP,1.22087557
2022-05-02,INR,0.01224119
2022-05-02,JPY,0.00777025
2022-05-02,MXN,0.05464594
2022-05-02,NOK,0.09534901
2022-05-02,SEK,0.09500470
2022-05-02,SGD,0.71791750
2022-05-02,TVR,0.00043057
2022-05-02,USD,1.00000000
2022-05-02,ZAR,0.05170011
2022-05-03,AUD,0.67350581
2022-05-03,BRL,0.20332915
2022-05-03,CAD,0.76771856
2022-05-03,CHF,1.05997591
2022-05-03,EUR,1.11080270
2022-05-03,GBP,1.22295106
2022-05-03,INR,0.01226690
2022-05-03,JPY,0.00776792
2022-05-03,MXN,0.05452572
2022-05-03,NOK,0.09536808
2022-05-03,SEK,0.09515671
2022-05-03,SGD,0.71719958
2022-05-03,TVR,0.00043066
2022-05-03,USD,1.00000000
2022-05-03,ZAR,0.05162773
2022-05-04,AUD,0.67390991
2022-05-04,BRL,0.20282083
2022-05-04,CAD,0.76848628
2022-05-04,CHF,1.06156587
2022-05-04,EUR,1.11313539
2022-05-04,GBP,1.22160581
2022-05-04,INR,0.01229389
2022-05-04,JPY,0.00777258
2022-05-04,MXN,0.05443848
2022-05-04,NOK,0.09558743
2022-05-04,SEK,0.09523284
2022-05-04,SGD,0.71870570
2022-05-04,TVR,0.00043113
2022-05-04,USD,1.00000000
2022-05-04,ZAR,0.05149866
2022-05-05,AUD,0.67377513
2022-05-05,BRL,0.20284111
2022-05-05,CAD,0.77017695
2022-05-05,CHF,1.06135356
2022-05-05,EUR,1.11046387
2022-05-05,GBP,1.21965124
2022-05-05,INR,0.01227914
2022-05-05,JPY,0.00777569
2022-05-05,MXN,0.05441126
2022-05-05,NOK,0.09548228
2022-05-05,SEK,0.09528046
2022-05-05,SGD,0.72043059
2022-05-05,TVR,0.00043018
2022-05-05,USD,1.00000000
2022-05-05,ZAR,0.05161711
2022-05-06,AUD,0.67296660
2022-05-06,BRL,0.20271941
2022-05-06,CAD,0.76863660
2022-05-06,CHF,1.06082288
2022-05-06,EUR,1.10924236
2022-05-06,GBP,1.21721194
2022-05-06,INR,0.01230861
2022-05-06,JPY,0.00778891
2022-05-06,MXN,0.05431332
2022-05-06,NOK,0.09525312
2022-05-06,SEK,0.09550913
2022-05-06,SGD,0.72158328
2022-05-06,TVR,0.00043048
2022-05-06,USD,1.00000000
2022-05-06,ZAR,0.05157065
2022-05-09,AUD,0.67269741
2022-05-09,BRL,0.20290186
2022-05-09,CAD,0.76702246
2022-05-09,CHF,1.06241411
2022-05-09,EUR,1.10902051
2022-05-09,GBP,1.21915948
2022-05-09,INR,0.01233200
2022-05-09,JPY,0.00779748
2022-05-09,MXN,0.05440565
2022-05-09,NOK,0.09534837
2022-05-09,SEK,0.09559509
2022-05-09,SGD,0.72129465
2022-05-09,TVR,0.00042988
2022-05-09,USD,1.00000000
2022-05-09,ZAR,0.05162738
2022-05-10,AUD,0.67215925
2022-05-10,BRL,0.20292215
2022-05-10,CAD,0.76840310
2022-05-10,CHF,1.06453894
2022-05-10,EUR,1.10990773
2022-05-10,GBP,1.22220738
2022-05-10,INR,0.01230240
2022-05-10,JPY,0.00778812
2022-05-10,MXN,0.05438389
2022-05-10,NOK,0.09552000
2022-05-10,SEK,0.09575760
2022-05-10,SGD,0.72273724
2022-05-10,TVR,0.00042967
2022-05-10,USD,1.00000000
2022-05-10,ZAR,0.05172031
2022-05-11,AUD,0.67108380
2022-05-11,BRL,0.20290186
2022-05-11,CAD,0.76671261
2022-05-11,CHF,1.06496476
2022-05-11,EUR,1.10979674
2022-05-11,GBP,1.22404069
2022-05-11,INR,0.01228764
2022-05-11,JPY,0.00777955
2022-05-11,MXN,0.05443284
2022-05-11,NOK,0.09563462
2022-05-11,SEK,0.09558524
2022-05-11,SGD,0.72208678
2022-05-11,TVR,0.00042915
2022-05-11,USD,1.00000000
2022-05-11,ZAR,0.05176169
2022-05-12,AUD,0.67108380
2022-05-12,BRL,0.20290186
2022-05-12,CAD,0.76847605
2022-05-12,CHF,1.06411279
2022-05-12,EUR,1.11179437
2022-05-12,GBP,1.22342867
2022-05-12,INR,0.01229624
2022-05-12,JPY,0.00778811
2022-05-12,MXN,0.05435119
2022-05-12,NOK,0.09556768
2022-05-12,SEK,0.09550877
2022-05-12,SGD,0.72114807
2022-05-12,TVR,0.00043022
2022-05-12,USD,1.00000000
2022-05-12,ZAR,0.05164781
2022-05-13,AUD,0.67061404
2022-05-13,BRL,0.20239461
2022-05-13,CAD,0.76755388
2022-05-13,CHF,1.06602819
2022-05-13,EUR,1.11001550
2022-05-13,GBP,1.22183821
2022-05-13,INR,0.01229378
2022-05-13,JPY,0.00780447
2022-05-13,MXN,0.05433488
2022-05-13,NOK,0.09555812
2022-05-13,SEK,0.09569024
2022-05-13,SGD,0.71977789
2022-05-13,TVR,0.00043026
2022-05-13,USD,1.00000000
2022-05-13,ZAR,0.05175111
2022-05-16,AUD,0.67208939
2022-05-16,BRL,0.20267796
2022-05-16,CAD,0.76847494
2022-05-16,CHF,1.06432254
2022-05-16,EUR,1.10857248
2022-05-16,GBP,1.22208258
2022-05-16,INR,0.01230730
2022-05-16,JPY,0.00780993
2022-05-16,MXN,0.05434031
2022-05-16,NOK,0.09573012
2022-05-16,SEK,0.09587205
2022-05-16,SGD,0.72006580
2022-05-16,TVR,0.00042983
2022-05-16,USD,1.00000000
2022-05-16,ZAR,0.05174593
2022-05-17,AUD,0.67108126
2022-05-17,BRL,0.20273876
2022-05-17,CAD,0.76955080
2022-05-17,CHF,1.06570616
2022-05-17,EUR,1.10890505
2022-05-17,GBP,1.21927179
2022-05-17,INR,0.01230730
2022-05-17,JPY,0.00779041
2022-05-17,MXN,0.05440008
2022-05-17,NOK,0.09588329
2022-05-17,SEK,0.09563237
2022-05-17,SGD,0.71855366
2022-05-17,TVR,0.00043047
2022-05-17,USD,1.00000000
2022-05-17,ZAR,0.05166831
2022-05-18,AUD,0.66987331
2022-05-18,BRL,0.20255630
2022-05-18,CAD,0.76893516
2022-05-18,CHF,1.06378789
2022-05-18,EUR,1.11134464
2022-05-18,GBP,1.22036913
2022-05-18,INR,0.01229622
2022-05-18,JPY,0.00780132
2022-05-18,MXN,0.05451432
2022-05-18,NOK,0.09576823
2022-05-18,SEK,0.09563237
2022-05-18,SGD,0.71682913
2022-05-18,TVR,0.00043060
2022-05-18,USD,1.00000000
2022-05-18,ZAR,0.05176648
2022-05-19,AUD,0.66920344
2022-05-19,BRL,0.20275886
2022-05-19,CAD,0.76970410
2022-05-19,CHF,1.06644736
2022-05-19,EUR,1.11334506
2022-05-19,GBP,1.22049117
2022-05-19,INR,0.01227409
2022-05-19,JPY,0.00779664
2022-05-19,MXN,0.05452522
2022-05-19,NOK,0.09565331
2022-05-19,SEK,0.09585232
2022-05-19,SGD,0.71711586
2022-05-19,TVR,0.00043112
2022-05-19,USD,1.00000000
2022-05-19,ZAR,0.05183895
2022-05-20,AUD,0.66766427
2022-05-20,BRL,0.20316438
2022-05-20,CAD,0.76801075
2022-05-20,CHF,1.06826032
2022-05-20,EUR,1.11312239
2022-05-20,GBP,1.22232191
2022-05-20,INR,0.01226673
2022-05-20,JPY,0.00780678
2022-05-20,MXN,0.05462337
2022-05-20,NOK,0.09558635
2022-05-20,SEK,0.09571813
2022-05-20,SGD,0.71611190
2022-05-20,TVR,0.00043159
2022-05-20,USD,1.00000000
2022-05-20,ZAR,0.05181303
2022-05-23,AUD,0.66893283
2022-05-23,BRL,0.20300185
2022-05-23,CAD,0.76678193
2022-05-23,CHF,1.06601697
2022-05-23,EUR,1.11345633
2022-05-23,GBP,1.22415539
2022-05-23,INR,0.01225569
2022-05-23,JPY,0.00779351
2022-05-23,MXN,0.05471623
2022-05-23,NOK,0.09535694
2022-05-23,SEK,0.09561284
2022-05-23,SGD,0.71790218
2022-05-23,TVR,0.00043159
2022-05-23,USD,1.00000000
2022-05-23,ZAR,0.05185448
2022-05-24,AUD,0.66993623
2022-05-24,BRL,0.20277855
2022-05-24,CAD,0.76593847
2022-05-24,CHF,1.06335193
2022-05-24,EUR,1.11434710
2022-05-24,GBP,1.22403297
2022-05-24,INR,0.01223486
2022-05-24,JPY,0.00777403
2022-05-24,MXN,0.05485302
2022-05-24,NOK,0.09522344
2022-05-24,SEK,0.09551723
2022-05-24,SGD,0.71761502
2022-05-24,TVR,0.00043189
2022-05-24,USD,1.00000000
2022-05-24,ZAR,0.05173003
2022-05-25,AUD,0.66906531
2022-05-25,BRL,0.20263661
2022-05-25,CAD,0.76532572
2022-05-25,CHF,1.06494696
2022-05-25,EUR,1.11557288
2022-05-25,GBP,1.22525700
2022-05-25,INR,0.01222140
2022-05-25,JPY,0.00775693
2022-05-25,MXN,0.05495176
2022-05-25,NOK,0.09541389
2022-05-25,SEK,0.09553633
2022-05-25,SGD,0.71739974
2022-05-25,TVR,0.00043193
2022-05-25,USD,1.00000000
2022-05-25,ZAR,0.05168865
2022-05-26,AUD,0.67020272
2022-05-26,BRL,0.20219081
2022-05-26,CAD,0.76425426
2022-05-26,CHF,1.06654438
2022-05-26,EUR,1.11724624
2022-05-26,GBP,1.22537953
2022-05-26,INR,0.01223484
2022-05-26,JPY,0.00777089
2022-05-26,MXN,0.05492978
2022-05-26,NOK,0.09523260
2022-05-26,SEK,0.09553633
2022-05-26,SGD,0.71732800
2022-05-26,TVR,0.00043128
2022-05-26,USD,1.00000000
2022-05-26,ZAR,0.05180753
2022-05-27,AUD,0.66973358
2022-05-27,BRL,0.20182687
2022-05-27,CAD,0.76295503
2022-05-27,CHF,1.06782423
2022-05-27,EUR,1.11970418
2022-05-27,GBP,1.22354146
2022-05-27,INR,0.01226543
2022-05-27,JPY,0.00776234
2022-05-27,MXN,0.05483640
2022-05-27,NOK,0.09527069
2022-05-27,SEK,0.09537392
2022-05-27,SGD,0.71790186
2022-05-27,TVR,0.00043050
2022-05-27,USD,1.00000000
2022-05-27,ZAR,0.05172982
2022-05-31,AUD,0.67020239
2022-05-31,BRL,0.20180669
2022-05-31,CAD,0.76196319
2022-05-31,CHF,1.06643606
2022-05-31,EUR,1.11847251
2022-05-31,GBP,1.22366381
2022-05-31,INR,0.01228138
2022-05-31,JPY,0.00776389
2022-05-31,MXN,0.05478156
2022-05-31,NOK,0.09536596
2022-05-31,SEK,0.09524040
2022-05-31,SGD,0.71854797
2022-05-31,TVR,0.00043127
2022-05-31,USD,1.00000000
2022-05-31,ZAR,0.05176086
2022-06-01,AUD,0.67026941
2022-06-01,BRL,0.20138290
2022-06-01,CAD,0.76318233
2022-06-01,CHF,1.06910215
2022-06-01,EUR,1.11903175
2022-06-01,GBP,1.22390854
2022-06-01,INR,0.01228629
2022-06-01,JPY,0.00776544
2022-06-01,MXN,0.05477608
2022-06-01,NOK,0.09552808
2022-06-01,SEK,0.09542136
2022-06-01,SGD,0.71861982
2022-06-01,TVR,0.00043045
2022-06-01,USD,1.00000000
2022-06-01,ZAR,0.05181262
2022-06-02,AUD,0.67147589
2022-06-02,BRL,0.20089958
2022-06-02,CAD,0.76280074
2022-06-02,CHF,1.07166800
2022-06-02,EUR,1.11869604
2022-06-02,GBP,1.22452049
2022-06-02,INR,0.01228752
2022-06-02,JPY,0.00775845
2022-06-02,MXN,0.05481442
2022-06-02,NOK,0.09565227
2022-06-02,SEK,0.09535457
2022-06-02,SGD,0.71919472
2022-06-02,TVR,0.00042976
2022-06-02,USD,1.00000000
2022-06-02,ZAR,0.05177635
2022-06-03,AUD,0.67255025
2022-06-03,BRL,0.20043751
2022-06-03,CAD,0.76379238
2022-06-03,CHF,1.07209667
2022-06-03,EUR,1.12026221
2022-06-03,GBP,1.22256126
2022-06-03,INR,0.01228015
2022-06-03,JPY,0.00774759
2022-06-03,MXN,0.05489664
2022-06-03,NOK,0.09550879
2022-06-03,SEK,0.09522107
2022-06-03,SGD,0.71754057
2022-06-03,TVR,0.00042937
2022-06-03,USD,1.00000000
2022-06-03,ZAR,0.05166244
2022-06-06,AUD,0.67389535
2022-06-06,BRL,0.20085843
2022-06-06,CAD,0.76432703
2022-06-06,CHF,1.07102457
2022-06-06,EUR,1.11858182
2022-06-06,GBP,1.22402833
2022-06-06,INR,0.01228506
2022-06-06,JPY,0.00774527
2022-06-06,MXN,0.05497350
2022-06-06,NOK,0.09540373
2022-06-06,SEK,0.09520203
2022-06-06,SGD,0.71732531
2022-06-06,TVR,0.00042946
2022-06-06,USD,1.00000000
2022-06-06,ZAR,0.05171410
2022-06-07,AUD,0.67443447
2022-06-07,BRL,0.20061740
2022-06-07,CAD,0.76279838
2022-06-07,CHF,1.07166718
2022-06-07,EUR,1.11746324
2022-06-07,GBP,1.22610918
2022-06-07,INR,0.01230963
2022-06-07,JPY,0.00773830
2022-06-07,MXN,0.05503947
2022-06-07,NOK,0.09538465
2022-06-07,SEK,0.09531627
2022-06-07,SGD,0.71832957
2022-06-07,TVR,0.00042852
2022-06-07,USD,1.00000000
2022-06-07,ZAR,0.05182270
2022-06-08,AUD,0.67544612
2022-06-08,BRL,0.20023623
2022-06-08,CAD,0.76165418
2022-06-08,CHF,1.07241735
2022-06-08,EUR,1.11623403
2022-06-08,GBP,1.22316652
2022-06-08,INR,0.01229486
2022-06-08,JPY,0.00773056
2022-06-08,MXN,0.05500645
2022-06-08,NOK,0.09522250
2022-06-08,SEK,0.09554503
